h e0 var0 e1 var1 
0.951 -78.6055 1.64587e-07 -78.4685 1.65656e-07 
0.952 -78.6421 1.66097e-07 -78.5064 1.73605e-07 
0.953 -78.6787 1.67845e-07 -78.5444 1.7482e-07 
0.954 -78.7154 1.63412e-07 -78.5825 1.78491e-07 
0.955 -78.7521 1.78445e-07 -78.6206 1.74242e-07 
0.956 -78.789 1.73148e-07 -78.6588 1.82385e-07 
0.957 -78.8259 1.75492e-07 -78.697 1.73481e-07 
0.958 -78.8629 1.79763e-07 -78.7352 1.74965e-07 
0.959 -78.8999 2.08284e-07 -78.7735 1.87935e-07 
0.96 -78.937 1.77593e-07 -78.8119 1.78349e-07 
0.961 -78.9742 1.77371e-07 -78.8503 1.8616e-07 
0.962 -79.0115 1.85863e-07 -78.8888 1.83095e-07 
0.963 -79.0488 1.84688e-07 -78.9273 1.7578e-07 
0.964 -79.0862 2.10888e-07 -78.9659 2.00349e-07 
0.965 -79.1236 1.89865e-07 -79.0045 1.84508e-07 
0.966 -79.1612 1.8504e-07 -79.0431 1.99425e-07 
0.967 -79.1988 1.86761e-07 -79.0819 1.8115e-07 
0.968 -79.2365 1.882e-07 -79.1206 1.86631e-07 
0.969 -79.2742 2.63311e-07 -79.1594 4.89899e-07 
0.97 -79.3121 1.91398e-07 -79.1983 2.14672e-07 
0.971 -79.35 2.48625e-07 -79.2372 2.0873e-07 
0.972 -79.388 3.25171e-07 -79.2762 8.68312e-07 
0.973 -79.426 3.44918e-07 -79.3152 2.70892e-07 
0.974 -79.4642 2.13406e-07 -79.3542 4.66447e-07 
0.975 -79.5024 1.90013e-07 -79.3933 1.54997e-06 
0.976 -79.5407 1.92506e-07 -79.4325 6.07683e-06 
0.977 -79.579 1.92156e-07 -79.4716 2.0809e-05 
0.978 -79.6175 2.17098e-07 -79.5109 1.31464e-06 
0.979 -79.656 3.13063e-07 -79.5502 9.02403e-06 
0.98 -79.6946 1.90368e-07 -79.5895 1.80491e-05 
0.981 -79.7333 2.25092e-07 -79.6289 2.75948e-05 
0.982 -79.772 2.02563e-07 -79.6682 0.000384597 
0.983 -79.8108 1.92498e-07 -79.7055 0.00568515 
0.984 -79.8497 1.92174e-07 -79.7472 0.000195713 
0.985 -79.8887 2.01595e-07 -79.7868 6.21332e-05 
0.986 -79.9278 1.97218e-07 -79.8201 0.0123858 
0.987 -79.967 1.98065e-07 -79.8634 0.00373131 
0.988 -80.0062 2.01575e-07 -79.9038 0.00632303 
0.989 -80.0455 1.99967e-07 -79.929 0.0613686 
0.99 -80.0849 1.97553e-07 -79.9819 0.0145235 
0.991 -80.1244 1.99479e-07 -80.0242 0.00199941 
0.992 -80.1639 1.98436e-07 -80.0109 0.0452809 
0.993 -80.2035 1.97113e-07 -80.0834 0.0138304 
0.994 -80.2433 1.95572e-07 -80.1195 0.0144496 
0.995 -80.283 1.93779e-07 -80.1838 0.00204026 
0.996 -80.3229 1.918e-07 -80.2202 0.0167915 
0.997 -80.3629 1.88846e-07 -80.2647 2.38152e-06 
0.998 -80.4029 1.93793e-07 -80.3047 0.00017862 
0.999 -80.443 1.91082e-07 -80.3449 5.743e-06 
1 -80.4832 2.01915e-07 -80.3851 9.4614e-06 
1.001 -80.5235 1.8986e-07 -80.4253 0.000114559 
1.002 -80.5639 1.8677e-07 -80.4655 6.65706e-05 
1.003 -80.6043 1.98426e-07 -80.5058 1.39322e-05 
1.004 -80.6449 1.97199e-07 -80.5462 6.51603e-05 
1.005 -80.6855 1.94541e-07 -80.5865 9.02824e-06 
1.006 -80.7261 1.93415e-07 -80.6269 0.00034112 
1.007 -80.7669 1.96804e-07 -80.6673 0.000303423 
1.008 -80.8078 1.99079e-07 -80.7079 0.000204545 
1.009 -80.8487 1.94763e-07 -80.7484 8.64369e-05 
1.01 -80.8897 1.91988e-07 -80.789 4.447e-05 
1.011 -80.9308 1.8998e-07 -80.8296 8.68767e-05 
1.012 -80.9719 1.95357e-07 -80.8703 5.10176e-05 
1.013 -81.0131 1.92463e-07 -80.911 6.12758e-05 
1.014 -81.0545 1.87732e-07 -80.9517 1.93393e-05 
1.015 -81.0959 1.95731e-07 -80.9925 3.5284e-05 
1.016 -81.1373 1.97488e-07 -81.0331 0.00163963 
1.017 -81.1789 1.95439e-07 -81.0717 0.0187777 
1.018 -81.2205 1.97977e-07 -81.1039 0.017909 
1.019 -81.2622 2.02697e-07 -81.1454 0.167928 
1.02 -81.3039 1.96475e-07 -81.1942 0.0134561 
1.021 -81.3458 1.94844e-07 -81.238 0.00054411 
1.022 -81.3877 1.89284e-07 -81.279 0.000735811 
1.023 -81.4297 1.90346e-07 -81.3202 4.21548e-05 
1.024 -81.4717 1.83459e-07 -81.3614 8.14656e-07 
1.025 -81.5139 1.76818e-07 -81.4026 5.29965e-07 
1.026 -81.5561 1.77198e-07 -81.4439 8.84427e-07 
1.027 -81.5983 1.73142e-07 -81.4851 1.62791e-06 
1.028 -81.6407 1.68498e-07 -81.5265 4.8848e-06 
1.029 -81.6831 1.68703e-07 -81.5678 6.08764e-06 
1.03 -81.7256 1.74814e-07 -81.6093 8.53646e-06 
1.031 -81.7681 1.76043e-07 -81.6507 7.1291e-06 
1.032 -81.8107 1.69174e-07 -81.6922 8.21344e-06 
1.033 -81.8534 1.76075e-07 -81.7338 1.91911e-07 
1.034 -81.8962 1.83987e-07 -81.7754 6.96997e-07 
1.035 -81.939 1.98231e-07 -81.817 7.05259e-07 
1.036 -81.9819 1.96178e-07 -81.8587 3.83037e-07 
1.037 -82.0248 1.90465e-07 -81.9004 1.64871e-05 
1.038 -82.0678 1.94103e-07 -81.9422 3.53202e-05 
1.039 -82.1109 1.88493e-07 -81.984 6.81009e-05 
1.04 -82.154 1.84109e-07 -82.0259 0.000189327 
1.041 -82.1972 1.789e-07 -82.0677 0.000404783 
1.042 -82.2405 1.79262e-07 -82.1097 0.000258186 
1.043 -82.2838 1.76738e-07 -82.1516 0.000884614 
1.044 -82.3272 1.74286e-07 -82.1935 0.00307885 
1.045 -82.3706 1.7749e-07 -82.2358 0.000712508 
1.046 -82.4142 1.7396e-07 -82.2774 0.00507355 
1.047 -82.4577 1.7219e-07 -82.3174 0.0163092 
1.048 -82.5014 1.69129e-07 -82.36 0.0199018 
1.049 -82.545 1.6206e-07 -82.4005 0.0891185 
1.05 -82.5888 1.7192e-07 -82.4467 0.00283745 
1.051 -82.6326 1.71392e-07 -82.4893 3.54945e-05 
1.052 -82.6765 1.70054e-07 -82.5317 2.14238e-05 
1.053 -82.7204 1.63345e-07 -82.5742 2.70541e-06 
1.054 -82.7644 1.63561e-07 -82.6167 4.15504e-05 
1.055 -82.8084 1.75768e-07 -82.6592 5.53363e-06 
1.056 -82.8525 1.85317e-07 -82.7018 1.66765e-06 
1.057 -82.8967 1.84342e-07 -82.7444 6.79894e-07 
1.058 -82.9409 1.85831e-07 -82.7871 1.06727e-05 
1.059 -82.9851 1.82806e-07 -82.8298 5.16871e-06 
1.06 -83.0294 1.95861e-07 -82.8725 1.45757e-06 
1.061 -83.0738 1.92882e-07 -82.9153 1.24105e-05 
1.062 -83.1182 1.88985e-07 -82.9582 1.90494e-06 
1.063 -83.1627 1.93362e-07 -83.0011 2.01749e-06 
1.064 -83.2072 1.98951e-07 -83.044 2.52492e-06 
1.065 -83.2518 2.05282e-07 -83.087 2.35993e-06 
1.066 -83.2965 1.95242e-07 -83.13 9.6085e-07 
1.067 -83.3411 1.98277e-07 -83.1731 3.95036e-06 
1.068 -83.3859 1.90524e-07 -83.2162 1.31508e-05 
1.069 -83.4307 1.91879e-07 -83.2594 9.76836e-07 
1.07 -83.4755 1.92215e-07 -83.3026 3.89473e-05 
1.071 -83.5204 1.88411e-07 -83.3458 1.53405e-05 
1.072 -83.5654 1.90027e-07 -83.3891 1.48361e-06 
1.073 -83.6104 1.90517e-07 -83.4324 5.9447e-06 
1.074 -83.6554 1.85816e-07 -83.4758 5.45037e-07 
1.075 -83.7005 1.84446e-07 -83.5192 7.29899e-05 
1.076 -83.7457 1.77147e-07 -83.5627 8.25679e-06 
1.077 -83.7908 1.79188e-07 -83.6062 1.61259e-05 
1.078 -83.8361 1.73155e-07 -83.6497 1.82154e-05 
1.079 -83.8814 1.71211e-07 -83.6933 2.50198e-05 
1.08 -83.9267 1.68578e-07 -83.737 1.44646e-05 
1.081 -83.9721 1.67718e-07 -83.7806 2.52625e-05 
1.082 -84.0176 1.65289e-07 -83.8244 5.95926e-07 
1.083 -84.063 1.62932e-07 -83.8681 1.02117e-06 
1.084 -84.1086 1.62259e-07 -83.9119 1.1973e-05 
1.085 -84.1542 1.55926e-07 -83.9558 5.75225e-06 
1.086 -84.1998 1.58308e-07 -83.9997 1.26107e-05 
1.087 -84.2454 1.53292e-07 -84.0436 1.30683e-05 
1.088 -84.2912 1.56104e-07 -84.0875 6.50146e-05 
1.089 -84.3369 1.59007e-07 -84.1316 6.0992e-07 
1.09 -84.3827 1.56916e-07 -84.1756 1.2785e-05 
1.091 -84.4286 1.5068e-07 -84.2197 6.18269e-05 
1.092 -84.4745 1.55414e-07 -84.2638 3.72164e-05 
1.093 -84.5204 1.57992e-07 -84.308 2.28834e-06 
1.094 -84.5664 1.59935e-07 -84.3522 3.29104e-05 
1.095 -84.6125 1.60886e-07 -84.3965 7.65274e-06 
1.096 -84.6585 1.58559e-07 -84.4408 1.16362e-05 
1.097 -84.7047 1.56549e-07 -84.4851 1.09849e-05 
1.098 -84.7508 1.59579e-07 -84.5295 1.21702e-06 
1.099 -84.797 1.69459e-07 -84.5739 9.18462e-07 
1.1 -84.8433 1.72682e-07 -84.6184 1.02155e-05 
1.101 -84.8896 1.65998e-07 -84.6628 6.09744e-05 
1.102 -84.9359 1.67718e-07 -84.7074 0.000141302 
1.103 -84.9823 1.64155e-07 -84.7519 6.33855e-05 
1.104 -85.0287 1.66073e-07 -84.7966 1.80132e-05 
1.105 -85.0752 1.64599e-07 -84.8412 4.20451e-05 
1.106 -85.1217 1.61024e-07 -84.8859 2.3586e-05 
1.107 -85.1683 1.67434e-07 -84.9306 0.000132183 
1.108 -85.2149 1.62999e-07 -84.9754 1.88868e-05 
1.109 -85.2615 1.68196e-07 -85.0202 1.6406e-05 
1.11 -85.3082 1.70649e-07 -85.0651 5.73044e-06 
1.111 -85.3549 1.72207e-07 -85.1099 2.87096e-05 
1.112 -85.4016 1.74576e-07 -85.1549 3.32171e-05 
1.113 -85.4484 1.70428e-07 -85.1998 6.20459e-06 
1.114 -85.4953 1.72744e-07 -85.2448 2.43011e-05 
1.115 -85.5421 1.81203e-07 -85.2898 0.000263126 
1.116 -85.589 1.80123e-07 -85.3349 3.57417e-05 
1.117 -85.636 1.78984e-07 -85.38 1.74135e-05 
1.118 -85.683 1.78894e-07 -85.4252 5.07586e-05 
1.119 -85.73 1.83173e-07 -85.4704 4.01768e-05 
1.12 -85.7771 1.87455e-07 -85.5155 0.00060027 
1.121 -85.8242 1.89156e-07 -85.5608 4.14816e-05 
1.122 -85.8714 2.07471e-07 -85.6061 7.41508e-05 
1.123 -85.9186 2.0302e-07 -85.6514 0.000255341 
1.124 -85.9658 1.97681e-07 -85.6968 0.00017558 
1.125 -86.0131 1.91751e-07 -85.7422 2.21472e-05 
1.126 -86.0604 1.89854e-07 -85.7877 4.3549e-05 
1.127 -86.1077 1.8795e-07 -85.8331 3.04932e-05 
1.128 -86.1551 1.90893e-07 -85.8787 3.9486e-05 
1.129 -86.2025 1.95371e-07 -85.9242 2.1959e-05 
1.13 -86.25 1.93785e-07 -85.9698 1.3122e-05 
1.131 -86.2974 1.89655e-07 -86.0154 5.91758e-05 
1.132 -86.345 1.85295e-07 -86.061 3.73851e-05 
1.133 -86.3925 1.82032e-07 -86.1067 0.00014749 
1.134 -86.4401 1.75842e-07 -86.1525 0.000116711 
1.135 -86.4878 1.76908e-07 -86.1982 0.000269227 
1.136 -86.5355 1.77853e-07 -86.244 7.57651e-05 
1.137 -86.5832 1.74266e-07 -86.2898 6.87362e-05 
1.138 -86.6309 1.68659e-07 -86.3357 4.41719e-05 
1.139 -86.6787 1.67181e-07 -86.3816 6.85052e-05 
1.14 -86.7265 1.6397e-07 -86.4275 7.97979e-05 
1.141 -86.7744 1.6282e-07 -86.4735 0.000135279 
1.142 -86.8223 1.59954e-07 -86.5195 4.16215e-05 
1.143 -86.8702 1.58911e-07 -86.5654 0.000165567 
1.144 -86.9181 1.57078e-07 -86.6116 0.000107463 
1.145 -86.9661 1.55533e-07 -86.6576 4.77001e-05 
1.146 -87.0142 1.51696e-07 -86.7037 0.000244411 
1.147 -87.0622 1.53768e-07 -86.75 2.19893e-05 
1.148 -87.1103 1.59761e-07 -86.7962 3.06924e-05 
1.149 -87.1585 1.61644e-07 -86.8423 6.78759e-05 
1.15 -87.2066 1.63862e-07 -86.8886 0.000232738 
1.151 -87.2548 1.63758e-07 -86.9349 0.000191731 
1.152 -87.3031 1.56134e-07 -86.9813 0.00019845 
1.153 -87.3513 1.62308e-07 -87.0276 0.000154134 
1.154 -87.3996 1.58438e-07 -87.074 0.000198646 
1.155 -87.448 1.6169e-07 -87.1204 0.000222641 
1.156 -87.4964 1.82282e-07 -87.167 1.43189e-05 
1.157 -87.5448 1.60086e-07 -87.2134 6.88052e-05 
1.158 -87.5932 1.72814e-07 -87.2599 0.000182647 
1.159 -87.6417 1.70612e-07 -87.3064 0.000150569 
1.16 -87.6902 1.77091e-07 -87.353 0.000144973 
1.161 -87.7387 1.75008e-07 -87.3997 7.00787e-05 
1.162 -87.7873 1.70164e-07 -87.4463 6.13063e-05 
1.163 -87.8359 1.66247e-07 -87.493 0.00021582 
1.164 -87.8845 1.6445e-07 -87.5397 0.0002408 
1.165 -87.9332 1.59908e-07 -87.5863 0.000376319 
1.166 -87.9818 1.5626e-07 -87.6333 5.96334e-05 
1.167 -88.0306 1.58777e-07 -87.6801 6.24587e-05 
1.168 -88.0793 1.64846e-07 -87.7269 0.000113782 
1.169 -88.1281 1.63905e-07 -87.7738 6.72736e-05 
1.17 -88.1769 1.59492e-07 -87.8207 7.43824e-05 
1.171 -88.2258 1.57043e-07 -87.8675 0.000193869 
1.172 -88.2747 1.55694e-07 -87.9146 3.80808e-05 
1.173 -88.3236 1.52174e-07 -87.9615 0.000198031 
1.174 -88.3725 1.58239e-07 -88.0086 5.09218e-05 
1.175 -88.4215 1.56684e-07 -88.0557 3.70187e-05 
1.176 -88.4705 1.52708e-07 -88.1027 0.000101452 
1.177 -88.5196 1.51862e-07 -88.1498 6.54164e-05 
1.178 -88.5686 1.57735e-07 -88.1968 0.000186601 
1.179 -88.6177 1.53736e-07 -88.2437 0.000597375 
1.18 -88.6669 1.52319e-07 -88.2913 0.000149686 
1.181 -88.716 1.57926e-07 -88.3385 0.000153079 
1.182 -88.7652 1.57171e-07 -88.3858 0.000127729 
1.183 -88.8144 1.6242e-07 -88.4331 0.000107916 
1.184 -88.8637 1.61127e-07 -88.4804 0.000123922 
1.185 -88.913 1.68988e-07 -88.5277 9.82916e-05 
1.186 -88.9623 1.90273e-07 -88.575 0.000363759 
1.187 -89.0116 1.9855e-07 -88.6225 8.20858e-05 
1.188 -89.061 2.24621e-07 -88.6698 0.000351567 
1.189 -89.1104 3.21619e-07 -88.7174 6.73254e-05 
1.19 -89.1598 3.38401e-07 -88.7649 4.51911e-05 
1.191 -89.2093 3.46976e-07 -88.8122 0.000399947 
1.192 -89.2587 3.46504e-07 -88.8598 0.000357749 
1.193 -89.3083 3.4585e-07 -88.9075 0.000111841 
1.194 -89.3578 3.47039e-07 -88.955 0.000298686 
1.195 -89.4074 3.38649e-07 -89.0026 0.00015103 
1.196 -89.457 3.37649e-07 -89.0505 5.91463e-05 
1.197 -89.5066 3.3738e-07 -89.098 0.000172958 
1.198 -89.5562 3.29249e-07 -89.1459 2.6554e-05 
1.199 -89.6059 3.21335e-07 -89.1935 0.000170072 
1.2 -89.6556 3.2113e-07 -89.241 0.000324191 
1.201 -89.7054 3.13375e-07 -89.2891 6.54289e-05 
1.202 -89.7551 3.12042e-07 -89.3369 0.00025181 
1.203 -89.8049 3.12002e-07 -89.3848 9.97737e-05 
1.204 -89.8548 3.05628e-07 -89.4327 0.000104212 
1.205 -89.9046 2.98338e-07 -89.4806 6.73216e-05 
1.206 -89.9545 2.98918e-07 -89.5285 7.9155e-05 
1.207 -90.0044 2.91976e-07 -89.5761 0.000410531 
1.208 -90.0543 2.85009e-07 -89.624 0.000864235 
1.209 -90.1043 2.78254e-07 -89.6724 7.36599e-05 
1.21 -90.1543 2.79321e-07 -89.7204 0.000254874 
1.211 -90.2043 2.72709e-07 -89.7685 0.000155857 
1.212 -90.2543 2.66275e-07 -89.8167 8.43521e-05 
1.213 -90.3044 2.60095e-07 -89.8644 0.000234142 
1.214 -90.3545 2.54048e-07 -89.9129 7.92538e-05 
1.215 -90.4046 2.59925e-07 -89.9609 0.000193375 
1.216 -90.4547 2.53871e-07 -90.009 0.000307923 
1.217 -90.5049 2.47937e-07 -90.0575 0.000126285 
1.218 -90.5551 2.42246e-07 -90.1054 0.000287758 
1.219 -90.6053 2.38097e-07 -90.1537 0.000253222 
1.22 -90.6556 2.40358e-07 -90.2023 5.17406e-05 
1.221 -90.7059 2.34812e-07 -90.2506 0.000103707 
1.222 -90.7562 2.35281e-07 -90.2985 0.000747189 
1.223 -90.8065 2.2994e-07 -90.3469 0.000960112 
1.224 -90.8568 2.24727e-07 -90.3958 5.05599e-05 
1.225 -90.9072 2.20249e-07 -90.4439 0.000268778 
1.226 -90.9576 2.22686e-07 -90.4925 0.00039775 
1.227 -91.008 2.17655e-07 -90.5411 6.37235e-05 
1.228 -91.0585 2.12798e-07 -90.5893 0.00012634 
1.229 -91.109 2.08011e-07 -90.6381 8.53549e-05 
1.23 -91.1595 2.04851e-07 -90.6866 0.00017318 
1.231 -91.21 2.01006e-07 -90.735 0.00017781 
1.232 -91.2606 1.96545e-07 -90.7837 0.000237203 
1.233 -91.3112 1.99816e-07 -90.8317 0.000243085 
1.234 -91.3618 1.95376e-07 -90.8811 0.000187401 
1.235 -91.4124 1.90988e-07 -90.9293 0.000191173 
1.236 -91.463 1.87536e-07 -90.9783 0.000195641 
1.237 -91.5137 1.83381e-07 -91.0268 0.000244565 
1.238 -91.5644 1.87216e-07 -91.0758 0.000114988 
1.239 -91.6152 1.83212e-07 -91.1242 0.000714787 
1.24 -91.6659 1.79216e-07 -91.1731 0.000317333 
1.241 -91.7167 1.8422e-07 -91.2222 9.99456e-05 
1.242 -91.7675 1.80131e-07 -91.2709 0.000247812 
1.243 -91.8183 1.76178e-07 -91.3199 0.000151755 
1.244 -91.8692 1.73974e-07 -91.3685 0.000278215 
1.245 -91.92 1.76386e-07 -91.4171 0.00113737 
1.246 -91.9709 1.73695e-07 -91.4664 0.00103001 
1.247 -92.0219 1.70057e-07 -91.5151 0.000623384 
1.248 -92.0728 1.66452e-07 -91.5647 0.000106094 
1.249 -92.1238 1.63005e-07 -91.6134 0.000128491 
1.25 -92.1748 1.60624e-07 -91.6621 0.000450265 
1.251 -92.2258 1.57284e-07 -91.7115 0.000226252 
1.252 -92.2768 1.5403e-07 -91.7606 0.00049219 
1.253 -92.3279 1.50814e-07 -91.8098 0.000310978 
1.254 -92.379 1.4603e-07 -91.8586 0.000268261 
1.255 -92.4301 1.45747e-07 -91.908 0.00016731 
1.256 -92.4812 1.43162e-07 -91.9567 0.000704694 
1.257 -92.5324 1.49021e-07 -92.0061 0.000217125 
1.258 -92.5835 1.46254e-07 -92.0553 0.00046072 
1.259 -92.6347 1.44342e-07 -92.1046 0.000470412 
1.26 -92.686 1.47887e-07 -92.1535 0.000351927 
1.261 -92.7372 1.4493e-07 -92.2031 0.000287164 
1.262 -92.7885 1.42136e-07 -92.2524 0.00025861 
1.263 -92.8398 1.3944e-07 -92.3013 0.000667616 
1.264 -92.8911 1.3675e-07 -92.3512 0.000431088 
1.265 -92.9424 1.39411e-07 -92.4003 0.000474322 
1.266 -92.9938 1.36799e-07 -92.4499 0.000495298 
1.267 -93.0451 1.34094e-07 -92.4992 0.000317646 
1.268 -93.0965 1.31467e-07 -92.5477 0.000903407 
1.269 -93.148 1.35475e-07 -92.5975 0.00144987 
1.27 -93.1994 1.32841e-07 -92.6476 0.000307495 
1.271 -93.2509 1.35957e-07 -92.6963 0.000672144 
1.272 -93.3024 1.33434e-07 -92.7463 0.000887068 
1.273 -93.3539 1.37114e-07 -92.7957 0.00105585 
1.274 -93.4054 1.41134e-07 -92.8454 0.000636449 
1.275 -93.457 1.38431e-07 -92.8938 0.000919486 
1.276 -93.5085 1.35899e-07 -92.9437 0.00179794 
1.277 -93.5601 1.33356e-07 -92.9939 0.00099219 
1.278 -93.6118 1.37397e-07 -93.0437 0.00075213 
1.279 -93.6634 1.34978e-07 -93.0937 0.000946487 
1.28 -93.7151 1.32448e-07 -93.1427 0.00112094 
1.281 -93.7667 1.36544e-07 -93.1929 0.000621073 
1.282 -93.8185 1.40682e-07 -93.2424 0.000862509 
1.283 -93.8702 1.58241e-07 -93.2921 0.0011434 
1.284 -93.9219 2.72434e-07 -93.3422 0.000639148 
1.285 -93.9737 2.67757e-07 -93.3916 0.000945455 
1.286 -94.0255 2.8839e-07 -93.4423 0.000290854 
1.287 -94.0773 2.96062e-07 -93.4924 0.00016167 
1.288 -94.1291 2.97299e-07 -93.5417 0.000555452 
1.289 -94.181 2.98789e-07 -93.5914 0.000514875 
1.29 -94.2328 2.93607e-07 -93.6416 0.000483538 
1.291 -94.2847 2.93754e-07 -93.6906 0.00220662 
1.292 -94.3367 2.95142e-07 -93.7405 0.00105883 
1.293 -94.3886 2.90183e-07 -93.7914 0.00035925 
1.294 -94.4405 2.93625e-07 -93.8417 0.000165733 
1.295 -94.4925 2.94898e-07 -93.8902 0.00202591 
1.296 -94.5445 2.89832e-07 -93.941 0.000879506 
1.297 -94.5965 2.84934e-07 -93.9911 0.000857865 
1.298 -94.6486 2.86087e-07 -94.0409 0.000701115 
1.299 -94.7006 2.81249e-07 -94.0913 0.000814999 
1.3 -94.7527 2.82473e-07 -94.1411 0.00044885 
1.301 -94.8048 2.77754e-07 -94.1914 0.00030051 
1.302 -94.8569 2.77714e-07 -94.2417 0.000429236 
1.303 -94.909 2.7315e-07 -94.2918 0.000603741 
1.304 -94.9612 2.68592e-07 -94.3419 0.000633982 
1.305 -95.0134 2.69749e-07 -94.3928 0.000183754 
1.306 -95.0656 2.65245e-07 -94.4419 0.000353664 
1.307 -95.1178 2.70491e-07 -94.493 0.000369782 
1.308 -95.17 2.65951e-07 -94.5426 0.000955075 
1.309 -95.2223 2.61536e-07 -94.593 0.000575173 
1.31 -95.2745 2.66995e-07 -94.6437 0.00036681 
1.311 -95.3268 2.62491e-07 -94.6937 0.000552635 
1.312 -95.3791 2.58149e-07 -94.7441 0.000366342 
1.313 -95.4315 2.53864e-07 -94.7944 0.000584342 
1.314 -95.4838 2.53909e-07 -94.8446 0.00173389 
1.315 -95.5362 2.49634e-07 -94.8951 0.000617782 
1.316 -95.5886 2.45564e-07 -94.9456 0.000525933 
1.317 -95.641 2.5078e-07 -94.996 0.000350749 
1.318 -95.6934 2.46626e-07 -95.0459 0.00177444 
1.319 -95.7458 2.46657e-07 -95.0967 0.000588396 
1.32 -95.7983 2.50584e-07 -95.1472 0.000735712 
1.321 -95.8508 3.49171e-07 -95.1961 0.00458701 
1.322 -95.9033 3.51269e-07 -95.2468 0.00123654 
1.323 -95.9558 3.45506e-07 -95.2983 0.00100019 
1.324 -96.0084 3.59558e-07 -95.3494 0.000472234 
1.325 -96.0609 3.56124e-07 -95.4 0.00120785 
1.326 -96.1135 3.54148e-07 -95.4507 0.00166737 
1.327 -96.1661 3.48331e-07 -95.501 0.00130159 
1.328 -96.2187 3.42754e-07 -95.5511 0.0010737 
1.329 -96.2713 3.37317e-07 -95.6014 0.00100613 
1.33 -96.324 3.35429e-07 -95.6519 0.00137058 
1.331 -96.3766 3.30017e-07 -95.7033 0.000999943 
1.332 -96.4293 3.24706e-07 -95.7538 0.00221922 
1.333 -96.482 3.1948e-07 -95.8058 0.000164655 
1.334 -96.5348 3.19335e-07 -95.8553 0.00130368 
1.335 -96.5875 3.1428e-07 -95.906 0.00155001 
1.336 -96.6403 3.12999e-07 -95.9576 0.00103857 
1.337 -96.693 3.07962e-07 -96.0087 0.000331996 
1.338 -96.7458 3.03029e-07 -96.0585 0.00133936 
1.339 -96.7986 2.98243e-07 -96.1085 0.0013226 
1.34 -96.8515 3.09936e-07 -96.161 0.000813626 
1.341 -96.9043 3.05061e-07 -96.2116 0.00051196 
1.342 -96.9572 3.12395e-07 -96.2618 0.0021393 
1.343 -97.0101 3.07449e-07 -96.3127 0.00133532 
1.344 -97.063 3.06401e-07 -96.3629 0.000787469 
1.345 -97.1159 3.01621e-07 -96.4157 0.000615375 
1.346 -97.1688 3.01774e-07 -96.4658 0.00126756 
1.347 -97.2218 2.97034e-07 -96.5157 0.00128222 
1.348 -97.2747 2.92359e-07 -96.5678 0.00150431 
1.349 -97.3277 2.87879e-07 -96.617 0.00322734 
1.35 -97.3807 2.83286e-07 -96.6692 0.00139601 
1.351 -97.4338 2.78877e-07 -96.7212 0.00120574 
1.352 -97.4868 2.7452e-07 -96.7708 0.00121143 
1.353 -97.5399 2.70249e-07 -96.8228 0.000637316 
1.354 -97.5929 2.70154e-07 -96.8746 0.00106778 
1.355 -97.646 2.659e-07 -96.9247 0.000822554 
1.356 -97.6991 2.61787e-07 -96.977 0.000635449 
1.357 -97.7523 2.57802e-07 -97.0277 0.000406785 
1.358 -97.8054 2.53851e-07 -97.0793 0.000425224 
1.359 -97.8586 2.49918e-07 -97.1295 0.000833307 
1.36 -97.9117 2.59373e-07 -97.1815 0.000868233 
1.361 -97.9649 2.55341e-07 -97.233 0.000464456 
1.362 -98.0181 2.56259e-07 -97.2838 0.000952353 
1.363 -98.0714 2.52234e-07 -97.3358 0.000252814 
1.364 -98.1246 2.48458e-07 -97.3867 0.000875336 
1.365 -98.1779 2.44603e-07 -97.4366 0.00122796 
1.366 -98.2311 2.4076e-07 -97.488 0.00118258 
1.367 -98.2844 2.41322e-07 -97.5392 0.00273784 
1.368 -98.3377 2.37631e-07 -97.5915 0.000838097 
1.369 -98.3911 2.34013e-07 -97.6418 0.000882625 
1.37 -98.4444 2.30462e-07 -97.6937 0.00120902 
1.371 -98.4978 2.26853e-07 -97.7449 0.00110624 
1.372 -98.5511 2.23385e-07 -97.7962 0.00164351 
1.373 -98.6045 2.20038e-07 -97.8477 0.00118737 
1.374 -98.6579 2.1672e-07 -97.8994 0.000754298 
1.375 -98.7114 2.13429e-07 -97.951 0.000556911 
1.376 -98.7648 2.10215e-07 -98.002 0.00140174 
1.377 -98.8183 2.07052e-07 -98.0542 0.00130995 
1.378 -98.8717 2.03867e-07 -98.1044 0.0017794 
1.379 -98.9252 2.00778e-07 -98.1562 0.000688279 
1.38 -98.9787 1.97833e-07 -98.2071 0.00187009 
1.381 -99.0322 1.99629e-07 -98.2604 0.000446992 
1.382 -99.0858 2.01271e-07 -98.3117 0.000979016 
1.383 -99.1393 1.98281e-07 -98.3624 0.000828086 
1.384 -99.1929 1.95247e-07 -98.4152 0.000725032 
1.385 -99.2465 1.92345e-07 -98.4664 0.00102878 
1.386 -99.3001 2.01086e-07 -98.5176 0.00157483 
1.387 -99.3537 1.97995e-07 -98.5689 0.00167498 
1.388 -99.4073 1.95141e-07 -98.6205 0.00123652 
1.389 -99.4609 1.92103e-07 -98.6724 0.00252886 
1.39 -99.5146 1.91889e-07 -98.7236 0.001625 
1.391 -99.5683 1.89e-07 -98.7761 0.000794791 
1.392 -99.622 1.86375e-07 -98.8277 0.000837126 
