time energy SvN truncerr bondDim localEnergy 
0 -18.4491 0.0606906 0 2 4 4 5 5 5 5 5 5 5 5 5 4 4 2 -1.16991 -1.16353 -1.16342 -1.16359 -1.16382 -1.16408 -1.16428 -1.16436 -1.16428 -1.16408 -1.16382 -1.16359 -1.16342 -1.16353 -1.16991 
0.1 -18.4498 0.0607441 1 2 4 4 4 5 5 5 5 5 5 5 4 4 4 2 -1.16993 -1.16356 -1.16345 -1.16363 -1.16387 -1.16414 -1.16435 -1.16443 -1.16435 -1.16414 -1.16387 -1.16363 -1.16345 -1.16356 -1.16993 
0.2 -18.4516 0.0609049 2 2 4 4 4 5 5 5 5 5 5 5 4 4 4 2 -1.16999 -1.16362 -1.16353 -1.16374 -1.16401 -1.16431 -1.16455 -1.16465 -1.16455 -1.16431 -1.16401 -1.16374 -1.16353 -1.16362 -1.16999 
0.3 -18.454 0.0611368 3 2 4 4 4 4 5 5 5 5 5 4 4 4 4 2 -1.17004 -1.16369 -1.16363 -1.16387 -1.16419 -1.16454 -1.16482 -1.16493 -1.16482 -1.16454 -1.16419 -1.16387 -1.16363 -1.16369 -1.17005 
0.4 -18.456 0.0613715 4 2 4 4 4 4 5 5 5 5 5 4 4 4 4 2 -1.17007 -1.16373 -1.1637 -1.16398 -1.16436 -1.16476 -1.16508 -1.16521 -1.16508 -1.16476 -1.16436 -1.16398 -1.1637 -1.16373 -1.17007 
0.5 -18.4577 0.0615734 5 2 4 4 4 4 5 5 5 5 5 4 4 4 4 2 -1.17008 -1.16377 -1.16376 -1.16407 -1.16449 -1.16493 -1.16529 -1.16543 -1.16529 -1.16493 -1.16449 -1.16407 -1.16376 -1.16377 -1.17008 
0.6 -18.4593 0.0617558 6 2 4 4 4 4 5 5 5 5 5 4 4 4 4 2 -1.17009 -1.16381 -1.16382 -1.16417 -1.16461 -1.1651 -1.16549 -1.16564 -1.16549 -1.1651 -1.16461 -1.16417 -1.16382 -1.16381 -1.17009 
0.7 -18.4612 0.061948 7 2 4 4 4 4 4 5 5 5 4 4 4 4 4 2 -1.17013 -1.16387 -1.1639 -1.16428 -1.16477 -1.16529 -1.16571 -1.16588 -1.16571 -1.16529 -1.16477 -1.16428 -1.1639 -1.16387 -1.17013 
0.8 -18.4635 0.0621656 8 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -1.17019 -1.16393 -1.164 -1.16441 -1.16494 -1.16551 -1.16597 -1.16615 -1.16597 -1.16551 -1.16494 -1.16441 -1.164 -1.16393 -1.17019 
0.9 -18.4659 0.0624125 9 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -1.17025 -1.16399 -1.16409 -1.16454 -1.16513 -1.16576 -1.16626 -1.16646 -1.16626 -1.16576 -1.16513 -1.16454 -1.16409 -1.16399 -1.17025 
1 -18.4686 0.0626958 10 2 4 4 4 4 4 4 4 4 4 4 4 4 4 2 -1.17029 -1.16405 -1.16419 -1.1647 -1.16534 -1.16603 -1.16659 -1.16681 -1.16659 -1.16603 -1.16534 -1.1647 -1.16419 -1.16405 -1.1703 
